ts,batch,event,file,rows_before,rows_after,detail
2026-04-06 21:29:17,B3,BATCH_SUMMARY,,,,"props_fetched=59, plays_added=5"
2026-04-06 21:29:17,B3,INTEGRITY_OK,/Users/salman/Documents/GitHub/PropEdgeV10.0/data/today.json,642,647,SAVE_TODAY
2026-04-06 21:29:21,B3,BATCH_COMPLETE,,,,
2026-04-06 21:30:02,B3,BATCH_START,,,,2026-04-06
2026-04-06 21:30:09,B3,PROPS_FETCHED,,,,"59 props, 5 games"
2026-04-06 21:30:59,B3,EXCEL_SOURCE_UPDATED,,,,props=16772 (+0) spreads=1428 (+0)
2026-04-06 21:31:53,B3,PREDICTIONS,,,,"59 plays, skipped 0"
2026-04-06 21:31:55,B3,BATCH_SUMMARY,,,,"props_fetched=59, plays_added=0"
2026-04-06 21:31:55,B3,INTEGRITY_OK,/Users/salman/Documents/GitHub/PropEdgeV10.0/data/today.json,647,647,SAVE_TODAY
2026-04-06 21:31:58,B3,BATCH_COMPLETE,,,,
2026-04-07 06:14:14,B0,BATCH_START,,,,
2026-04-07 06:44:21,B0,BOXSCORES_FETCHED,,,,83 rows for 2026-04-06
2026-04-07 06:44:22,B0,BATCH_SUMMARY,,,,"plays_graded=46, wins=20, losses=26, dnp=19"
2026-04-07 06:44:29,B0,FILE_STATE_BEFORE_APPEND,nba_gamelogs_2025_26.csv,25310,,
2026-04-07 06:45:23,B0,INTEGRITY_OK,/Users/salman/Documents/GitHub/PropEdgeV10.0/source-files/nba_gamelogs_2025_26.csv,25310,25412,APPEND_GAMELOGS
2026-04-07 06:45:23,B0,ROLLING_UPDATE_FAILED,,,,name 'load_combined' is not defined
2026-04-07 07:42:30,B0,BATCH_START,,,,
2026-04-07 07:42:39,B0,BOXSCORES_FETCHED,,,,102 rows for 2026-04-06
2026-04-07 07:42:42,B0,BATCH_SUMMARY,,,,"plays_graded=13, wins=9, losses=4, dnp=6"
2026-04-07 07:42:47,B0,FILE_STATE_BEFORE_APPEND,nba_gamelogs_2025_26.csv,25412,,
2026-04-07 07:43:19,B0,INTEGRITY_OK,/Users/salman/Documents/GitHub/PropEdgeV10.0/source-files/nba_gamelogs_2025_26.csv,25412,25418,APPEND_GAMELOGS
2026-04-07 07:43:20,B0,ROLLING_UPDATE_FAILED,,,,name 'load_combined' is not defined
2026-04-07 07:47:33,B0,BATCH_COMPLETE,,,,
2026-04-07 07:51:46,B0,BATCH_COMPLETE,,,,
2026-04-07 07:53:10,B0,BATCH_START,,,,
2026-04-07 07:53:18,B0,BOXSCORES_FETCHED,,,,102 rows for 2026-04-06
2026-04-07 07:53:19,B0,BATCH_SUMMARY,,,,"plays_graded=0, wins=0, losses=0, dnp=6"
2026-04-07 07:53:22,B0,FILE_STATE_BEFORE_APPEND,nba_gamelogs_2025_26.csv,25418,,
2026-04-07 07:53:40,B0,INTEGRITY_OK,/Users/salman/Documents/GitHub/PropEdgeV10.0/source-files/nba_gamelogs_2025_26.csv,25418,25418,APPEND_GAMELOGS
2026-04-07 07:53:40,B0,ROLLING_UPDATE_FAILED,,,,name 'load_combined' is not defined
2026-04-07 07:54:25,B1,BATCH_START,,,,2026-04-07
2026-04-07 07:54:33,B1,PROPS_FETCHED,,,,"117 props, 10 games"
2026-04-07 07:55:03,B1,EXCEL_SOURCE_UPDATED,,,,props=16889 (+117) spreads=1438 (+10)
2026-04-07 07:55:36,B1,PREDICTIONS,,,,"115 plays, skipped 2"
2026-04-07 07:55:37,B1,BATCH_SUMMARY,,,,"props_fetched=115, plays_added=115"
2026-04-07 07:55:37,B1,INTEGRITY_OK,/Users/salman/Documents/GitHub/PropEdgeV10.0/data/today.json,647,762,SAVE_TODAY
2026-04-07 07:55:49,B1,BATCH_COMPLETE,,,,
2026-04-07 08:00:02,B1,BATCH_START,,,,2026-04-07
2026-04-07 08:00:14,B1,PROPS_FETCHED,,,,"116 props, 10 games"
2026-04-07 08:00:52,B1,EXCEL_SOURCE_UPDATED,,,,props=16889 (+0) spreads=1438 (+0)
2026-04-07 08:01:31,B1,PREDICTIONS,,,,"114 plays, skipped 2"
2026-04-07 08:01:32,B1,BATCH_SUMMARY,,,,"props_fetched=114, plays_added=0"
2026-04-07 08:01:32,B1,INTEGRITY_OK,/Users/salman/Documents/GitHub/PropEdgeV10.0/data/today.json,762,762,SAVE_TODAY
2026-04-07 08:01:35,B1,BATCH_COMPLETE,,,,
2026-04-07 08:03:30,B0,BATCH_COMPLETE,,,,
2026-04-07 23:13:31,B3,BATCH_START,,,,2026-04-07
2026-04-07 23:13:39,B3,PROPS_FETCHED,,,,"116 props, 10 games"
2026-04-07 23:13:57,B3,EXCEL_SOURCE_UPDATED,,,,props=16896 (+7) spreads=1438 (+0)
2026-04-07 23:14:16,B3,PREDICTIONS,,,,"115 plays, skipped 1"
2026-04-07 23:14:17,B3,BATCH_SUMMARY,,,,"props_fetched=115, plays_added=7"
2026-04-07 23:14:17,B3,INTEGRITY_OK,/Users/salman/Documents/GitHub/PropEdgeV10.0/data/today.json,762,769,SAVE_TODAY
2026-04-07 23:14:21,B3,BATCH_COMPLETE,,,,
2026-04-08 10:04:09,B0,BATCH_START,,,,
2026-04-08 10:04:23,B0,BOXSCORES_FETCHED,,,,217 rows for 2026-04-07
